name,book
"Donna","Second Chances"
"Khaleed","Balzac and the Little Chinese Seamstress"
"Annetta","Contagion"
"Maxie","River of Darkness"
"Jennifer","He Still Moves Stones"
"Francisco","Q Is for Quarry"
"Kelvin","The Eyes of the Dragon"
"Dylan","The House of the Spirits"
"Shiloh","Knitting for Dummies"
"Vanessa","Grand Avenue"
"Mateo","No Safe Place"
"Elizabeth","Cause of Death"
"Daniel","Old New York"
"Aveon","Enchantress from the Stars"
"Lemuel","One Hit Wonderland"
"Jama","Song of the Beast"
"Tucker","Fox Evil"
"Addie","The Kitchen Boy"
"Everardo","A Darkness More Than Night"
"Jathen","The Outsiders"
"Jayden","Chicken Soup for the Cat and Dog Lover\'s Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters"
"Brielle","French Lieutenant\'s Woman"
"Samyia","The Phantom Tollbooth"
"Danyah","Angels and Demons"
"Tirrell","Niagara Falls All Over Again"
"Corina","Changing Places"
"Celina","The Murder Book"
"Elynor","Joys of Motherhood"
"James","Murder at the Pentagon"
"Laurie","Born Confused"
"Savana","The Cat Who Wasn\'t There"
"Abbigal","The Secret Life of Bees"
"Lajuan","Ladies\' Night at Finbar\'s Hotel"
"Anika","Salem\'s Lot"
"Gabrielle","Rabbit Run"
"Shonita","My Other Life"
"James","Slammerkin"
"Melissa","Last Chapter and Worse"
"Jadyn","The Ship Who Won"
"Geraldine","Bridget Jones\'s Guide to Life"
"John","The Great Husband Hunt"
"Latashia","500 Terrific Ideas for Organizing Everything"
"Roland","Sacred Ground"
"Wilma","The Mammy"
"Ferris","Miss America"
"Delila","Night Tales"
"Dawnielle","Dave Gorman\'s Googlewhack Adventure"
"Benny","Quotations With an Attitude: A Wickedly Funny Source Book"
"Silvia","The Count of Monte Cristo"
"Amos","Silence of the Lambs"
"Shamaine","For Whom the Bell Tolls"
"Kacie","The Beachcomber"
"Jennifer","To Cut a Long Story Short"
"Shirley","The Mother Tongue"
"Arvie","Mortal Fear"
"Dorismar","Notes to Myself"
"Estell","Farewell to Arms"
"Guy","Mr. Vertigo."
"Dionisio","The Waterworks"
"Braedon","Annie on My Mind"
"Lynnette","Night"
"Doretta","The Mysteries of Pittsburgh"
"Amy","Buckhorn Brothers: Casey"
"Donetta","The Stand: Complete and Uncut"
"Daniel","Dune Encyclopedia Tr"
"John","Call of the Moon"
"Takira","The Hobbit"
"Bridget","Prince Caspian"
"John","Prairie Moon"
"Leannah","Celestial Navigation"
"Patty","The Da Vinci Code"
"Meg","The Archivist"
"Isahi","The Virgin Suicides"
"James","Bare bones: All about the human skeleton"
"Coralyn","After Hamelin"
"Savanna","Rose Madder"
"Jarrell","The Breaker"
"Lynea","The Summerhouse"
"Franklin","Unnatural Exposure"
"Jiyah","I Capture the Castle"
"Malvin","Don\'t Sleep With Your Drummer"
"Rani","By the River Piedra I Sat Down and Wept"
"Annie","The Gashlycrumb Tinies"
"Keyon","Oryx and Crake"
"Frederic","Valley Of The Far Side"
"Reneka","The Beach House"
"John","Fox Evil"
"Legend","Summers at Castle Auburn"
"Jasmine","The Joy Luck Club"
"Aaron","I Thee Wed"
"Josiah","N or M?"
"Don","The Secret Life of Bees"
"Edyth","Young Wives"
"Mariah","The Cat Who Tailed a Thief"
"Doris","The Birth of Venus"
"Leena","Swimming to Catalina"
"Sherman","The Worst-Case Scenario Survival Handbook"
"Monte","The Truest Heart"
"Josephine","At Bertram\'s Hotel"
"Annmarie","A Dark and Hungry God Arises: The Gap into Power"
"Kailyn","Bloodstream"
"John","The Changeling Plague"
"Elspeth","Girl Named Zippy: Growing Up Small in Mooreland Indiana"
"Herschel","Four Past Midnight"
"Kenyatta","Half Magic"
"Banessa","Free"
"Niel","American Star"
"Travis","PS, I Love You"
"Cabe","Isle of Dogs"
"Jayson","Cry the Beloved Country"
"Jordan","Mirror Image"
"Modell","An Instance of the Fingerpost"
"Dennis","A Prayer for Owen Meany"
"Irena","Succulent Wild Woman"
"Marcia","From the Corner of His Eye"
"Wai","Jack of Kinrowan"
"Macy","Eight Tales of Terror"
"Keith","The New Yorker Book of Dog Cartoons"
"Bertha","The King of Torts"
"Georganne","The Beach House"
"Amando","Alicia: My Story"
"Leland","Icy Sparks"
"Hailey","Highgate Rise"
"Sheryl","Grail Prince"
"Alma","The Da Vinci Code"
"Camron","The Prometheus Deception"
"Damon","Next of Kin"
"Samella","Alice\'s Tulips"
"Jeromey","Here on Earth"
"Ron","Roadwork"
"Novella","Simple Abundance Journal of Gratitude"
"Remington","A Heartbreaking Work of Staggering Genius"
"Sara","Skeleton Crew"
"Marleena","Violets Are Blue"
"Zamir","The Five People You Meet in Heaven"
"Carlos","Black Notice"
"Nyla","The Angel of Darkness"
"Heather","Love By Design"
"Hal","Unnatural Exposure"
"Rosa","The Cat and the Curmudgeon"
"Ohm","Drowning Ruth"
"Onyx","The Waking"
"Travis","Bookends"
"Brea","Blacklist: A V.I. Warshawski Novel"
"Iyesha","Witch Child"
"Fairy","Captive Star"
"Maria","The Handmaid\'s Tale"
"Kelle","Heart of a Warrior"
"Godwin","El perfume"
"Bryce","The Hearing"
"Graeme","The Great Santini"
"London","The Man Who Listens to Horses"
"Macy","Operating Instructions: A Journal of My Son\'s First Year"
"Marche","Pale Horse Coming"
"Makaila","Time Travelers Strictly Cash"
"Marquita","The Master and Margarita"
"Jeannie","I\'m Not Really Here"
"Lary","The Future Homemakers of America"
"Fatimah","Tuareg. Roman."
"Valentine","The Cat Who Wasn\'t There"
"Hanson","Clear and Present Danger"
"Herny","Fast Women"
"Angeles","The Doorkeepers"
"Rickey","Arranged Marriage: Stories"
"Jase","Tales of a Female Nomad: Living at Large in the World"
"Alis","The Phantom Tollbooth"
"Linnea","The Prodigal Daughter"
"Obed","Traumreisende."
"Paul","The Cat Who Went Underground"
"Leticia","The Pillars of the Earth"
"Elizabeth","Gardening for Dummies"
"Payson","Animal Farm"
"Marisela","Night"
"Eyana","Good Omens"
"Rachel","The Ultimate Maze Book"
"Melanie","Looking for Alaska"
"Ines","Far Side Gallery 3 Paperback"
"Miriam","Death: The High Cost of Living"
"Caiden","The Secret Life of Bees"
"Roxie","Hemlock Bay"
"Elisa","60 Ways to Feel Amazing"
"Bethany","Je Voudrais Que Quelqu\'un M\'Attende Quelque Part"
"Camille","A Density of Souls"
"Tara","Big Stone Gap"
"Linda","A Moveable Feast"
"Marlena","Winters\' Tales: Stories and Observations for the Unusual"
"Jerald","Half Asleep in Frog Pajamas"
"Wilmon","Una Donna"
"Annmarie","Le troupeau aveugle"
"James","Matabele Gold"
"Mysha","A Heartbreaking Work of Staggering Genius"
"Lauren","The Empty Chair"
"Gene","The Control of Nature"
"Lainy","An Experiment in Love"
"Alvis","The Unknown Errors of Our Lives: Stories"
"Ronald","Twice Shy"
"Dawson","Dark Challenge"
"William","Ever Since Darwin: Reflections in Natural History"
"Peytin","The Lies That Bind"
"Fidelis","The Witches of Eastwick"
"Ellee","Robots and Empire"
"Lathan","Painted Lives"
"Nohely","The Prince of Tides"
"Ronnette","Obstruction of Justice"
"Sharon","The Virgin Suicides"
"Tahmir","Mortal Fear"
"Devinn","Owen Meany. Roman."
"Lamyia","Tochter ihrer Mutter. Roman."
"Willie","Pet Sematary"
"Dick","The Namesake"
"Shekinah","The Edge of Justice"
"Stacy","Wicked: The Life and Times of the Wicked Witch of the West"
"Sherrin","When I Think of You"
"Lorenzo","Eyes of Prey"
"Bruce","White Rabbit"
"Tennie","Olvidado Rey Gudu"
"Sonja","Good Night, Gorilla"
"Belal","Death of a Red Heroine"
"Willie","The Long Road Home"
"Mary","The Horse Whisperer"
"Annie","Dave Barry Is from Mars and Venus"
"Jenalyn","Running with Scissors"
"Nour","Animal Dreams"
"Kiley","The Lost Continent: Travels in Small-Town America"
"Presley","Politically, Fashionably, and Aerodynamically Incorrect: The First Outland Collection"
"Saul","HTML for the World Wide Web with XHTML and CSS: Visual QuickStart Guide, Fifth Edition"
"Baylon","Onegai Teacher Book 1"
"Isiah","The Kitchen God\'s Wife"
"Johnnie","The Bride"
"Indya","Red Storm Rising"
"Bryson","With the Lightnings"
"Maleka","Love medicine: A novel"
"Dayonna","My Dog Skip"
"Laura","Feast of All Saints"
"Yesenia","Pebble in the Sky"
"Analuisa","The Alienist"
"Jamison","Ladies With Options"
"Robbyn","Summer Pleasures"
"Ingrid","Westing Game"
"Genelle","Wish You Well"
"James","Sisth Grade Can Really Kill You"
"Ladona","To Be the Best"
"Tiffany","Beauty and the Beast: And Other Classic French Fairy Tales"
"Kendrick","White Cargo"
"James","Bath For A Beagle"
"Dianne","The World\'s Religions: Our Great Wisdom Traditions"
"Chase","Bad Business"
"Cristi","Bridget Jones\'s Diary"
"Vannessa","Under Lock And Key"
"Tekoa","Grendel"
"Gideon","The Master and Margarita"
"Lorel","In the Heart of the Sea: The Tragedy of the Whaleship Essex"
"Stephen","Jackdaws"
"Cloey","The Millionaires"
"Daneshia","The Murder Book"
"Selina","Die Weiss Lowin / Contemporary German Lit"
"Ranell","Deja Dead"
"Tressie","The M. D.: A Horror Story"
"Loring","Life of Pi"
"Kailah","Notes From a Small Planet"
"Ernesto","Wizard of the Pigeons"
"Tamira","Three Fates"
"Jory","The Shape of Snakes"
"Seth","Freedom\'s Landing"
"Mark","Send Bygraves"
"Scottie","Lost Boys"
"Marian","Portrait in Death"
"Shalom","The Color of Water: A Black Man\'s Tribute to His White Mother"
"Tionne","Dressing Up for the Carnival"
"Tidus","The Late Child"
"Jentri","Saint George and the Dragon"
"Azriel","Black Notice"
"Lisha","How To Run A Traditional Jewish Household"
"Itzel","Bridget Jones\'s Diary"
"Dewey","Obsidian Butterfly"
"Emerick","Debt of Bones"
"Winston","Everyday Grace: Having Hope, Finding Forgiveness, and Making Miracles"
"Kristopher","Salem\'s Lot"
"Annistyn","Lost Light"
"Betty","Message from Nam"
"Grisell","Miles from Nowhere: A Round the World Bicycle Adventure"
"Saul","Walking the Bible: A Journey by Land Through the Five Books of Moses"
"James","Pigs in Heaven"
"Jonna","Slow Death"
"Matthew","Anastasia Krupnik"
"Stephani","What We May Be: Techniques for Psychological and Spiritual Growth Through Psychosynthesis"
"Omarion","By the Sea"
"James","Das Haus der Schwestern."
"Rocco","Letters To Jenny"
"Kenyatta","Seven-Day Magic"
"Kacie","Bad Boy Jack"
"Philomena","La grammaire est une chanson douce"
"Sandra","Women in Celtic Myth: Tales of Extraordinary Women from Ancient Celtic Tradition"
"Amalia","Tailchaser\'s Song"
"Taniya","Wedding Party"
"Bibi","Chicken Soup for the Single\'s Soul - 101 Stories of Love and Inspiration for the Single, Divorced and Widowed"
"Doris","The Last Juror"
"Odessa","Lord of the Keep"
"Tenna","Deception Point"
"Lashanda","Music for Chameleons"
"Ralph","Of Marriageable Age"
"Calvin","The Namesake"
"Carlie","Bias: A CBS Insider Exposes How the Media Distort the News"
"Henderson","Perdido Street Station"
"Kelsie","Historias de Cronopios y de Famas"
"Sebastiano","Morgan\'S Run"
"Idella","Gallow\'s Thief"
"Dolphus","The Girls\' Guide to Hunting and Fishing"
"Earl","A Maiden\'s Grave"
"Domenica","Life of Pi"
"Zander","Chaos: Making a New Science"
"Annika","The Beach House"
"Jakki","Peace Like a River"
"Rehman","La balsa de piedra"
"Yarelly","Nimm zuerst ein kleines Boot. Von den Gezeiten des Lebens."
"Willian","Pop Goes the Weasel"
"Myron","Gunpowder Green"
"Viveca","Prometheus Rising"
"Max","Color Purple"
"Genifer","Not Without My Daughter"
"Kristina","Self-Defense"
"John","The Pirate Next Door"
"Shaye","Skin Tight"
"Teresa","City of Night"
"Altha","Secrets of the Samurai: A Survey of the Martial Arts of Feudal Japan"
"Mallory","J Is for Judgment"
"Hughie","To the Lighthouse"
"Keitha","Hideaway"
"Shelia","All Signs Point to Murder"
"Desiray","The Thief Lord"
"Christine","Words I Wish I Wrote: A Collection of Writing That Inspired My Ideas"
"Malinda","Live Girls"
"Maricus","Two Old Women"
"John","The War of the Flowers"
"Ula","The Hunt for Red October"
"Amairani","Oscar and Lucinda"
"Arvel","Decipher"
"Gavin","Rose Madder"
"Duaine","Retribution"
"Maurice","Dilbert: A Book of Postcards"
"Savannah","The Da Vinci Code"
"Daris","The Da Vinci Code"
"Shanon","Pyramid Scheme"
"Cindy","The Firm"
"Thania","The Red Notebook: True Stories"
"Javen","Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good"
"Jeanette","Silent Snow"
"Kassity","Eine kurze Geschichte der Zeit."
"Shondra","The Owl Service"
"Della","A Grief Observed"
"Linda","Parallel Myths"
"James","A Density of Souls"
"Patrick","The Phantom Tollbooth"
"Audra","The Mammy"
"Kaden","Hugger Mugger"
"Joseph","White House Autumn"
"Lucyle","Nightswimmer"
"Eboney","Dead Eyes"
"Nakesha","Faking It"
"Shauna","Crone\'s Book of Magical Words"
"Jovanni","The Solitaire Mystery"
"Jaclyne","Falling Angels"
"Deborah","Fiddler Fair"
"Marlo","The Gift for All People"
"Samantha","Irish Born"
"Sallie","The Pillars of the Earth"
"Jeris","Beach Music"
"Deloris","The Killer Angels"
"Misael","The Secret Diary of Adrian Mole, Aged 13 3/4"
"Daisy","Miss America"
"Suliman","The Indian in the Cupboard"
"John","Second Generation"
"Yaileen","158 POUND MARRIAGE"
"Halley","The Terrible Hours"
"Kai","A Day No Pigs Would Die"
"Burley","J Is for Judgment"
"Niasia","The Lust Lizard of Melancholy Cove"
"Brighid","The Book of Shadows"
"Jashaun","The 4th Garfield Treasury"
"Adrienne","The Fermata"
"Sheletha","A Reasonable Life: Toward a Simpler, Secure, More Humane Existence"
"Brently","Blindsighted"
"Thurlow","Whistling for the Elephants"
"Alfreda","Voodoo Science: The Road from Foolishness to Fraud"
"Melanie","The Girls He Adored"
"Larry","The Satanic Verses"
"Courtenay","Day of Wrath"
"James","When the Wind Blows"
"Leola","Mrs. Dalloway"
"Frank","The Dragon\'s Bride"
"Jessika","Season of the Machete"
"Benzion","The Coldest Winter Ever"
"Dorris","Acquired Tastes"
"Cathy","Ratking"
"Angelina","My Education: A Book of Dreams"
"Shauna","The New Age Herbalist: How to Use Herbs for Healing Nutrition Body Care and Relaxation"
"Willie","The Timothy Files"
"Elizbeth","Bag of Bones"
"Daquon","Galileo\'s Daughter: A Historical Memoir of Science, Faith, and Love"
"Colette","Dog Massage: A Whiskers-to-Tail Guide to Your Dog\'s Ultimate Petting Experience"
"Zyasia","Rachel\'s Holiday"
"Marjorie","The Shining"
"Ira","Good Owners, Great Dogs"
"Diamond","May Week Was In June"
"Isabel","The Simple Living Guide: A Sourcebook for Less Stressful, More Joyful Living"
"Keiara","L\'Ecume Des Jours"
"Jorge","On Bear Mountain"
"Konni","Acid Row"
"Brian","Politically Correct Holiday Stories: For an Enlightened Yuletide Season"
"Linda","Spoon River Anthology"
"Hadassah","Hush Money"
"Alva","Fat Tuesday"
"Ron","The Regulators"
"Anvi","Small leather journal with strap-myra series"
"Gena","Ben Finds a Friend"
"Demarcus","His Kisses Are Dreamy...but Those Hairballs Down My Cleavage...!: Another Tender Outland Collection"
"Bea","Daughter of the River"
"Deloras","Life of Pi"
"Richard","Encyclopedia of Natural Medicine, Revised 2nd Edition"
"Caryssa","The Note - A Novel -"
"Gaytha","Last Chance Saloon"
"Abraham","Homeland and Other Stories"
"Keylin","The Bonfire of the Vanities"
"Madeline","Mirjam"
"Leigh","Doomsday Book"
"Edith","Breathing Lessons"
"Deven","Empire Falls"
"Alva","Black Notice"
"Abraham","A Heartbreaking Work of Staggering Genius"
"Sarah","My Favorite Bride"
"Alessandra","Lucifer\'s Hammer"
"Reilley","By the River Piedra I Sat Down and Wept"
"Nicolai","The Coming Plague: Newly Emerging Diseases in a World Out of Balance"
"Adalin","The Chatham School Affair"
"Sommer","The Wings of the Morning"
"Hattie","Triggerfish Twist"
"Shameka","Phantom Tollbooth"
"Vanita","Truly, Madly Manhattan"
"James","Kill and Tell"
"Sean","The Big Picture"
"Erasmo","Without Fail"
"Peter","The Cat Lover\'s Book of Fascinating Facts: A Felicitous Look at Felines"
"Kalee","The Program"
"Justin","Affair to Remember, An"
"Wane","The Red Notebook: True Stories"
"Devin","Westing Game"
"Orly","Beach House"
"Douglas","Lake Wobegon Days"
"Mercedez","Short Notes from the Long History of Happiness"
"Charmayne","Red Leaves"
"Demarcus","Tales Too Ticklish to Tell: Bloom County"
"James","Gumshoe Gorilla"
"Taleah","Nicholas Nickleby"
"Arra","Heretics of Dune"
"Barney","Darwin\'s Radio"
"Austin","July\'s People"
"Marcella","Other Worlds"
"Ashelyn","Chasing the Dime"
"Hazle","Suzanne\'s Diary for Nicholas"
"Malena","Waiting: The True Confessions of a Waitress"
"Frank","Midsummer Magic"
"James","Middle of Nowhere"
"Natalie","Ardent Women: The History of the Federation of Saint Benedict"
"Jomo","When Bad Things Happen to Good People"
"Tyler","You Just Don\'t Duct Tape a Baby!: True Tales and Sensible Suggestions from a Veteran Pediatrician"
"Ingrid","Living With Dickens"
"Rhona","He Chose The Nails"
"Micah","Salt Fish Girl"
"Brock","The Beach House"
"Marjorie","Portrait of a Killer: Jack the Ripper -- Case Closed"
"Dave","That Camden Summer"
"Marisa","Life\'s Little Destruction Book"
"Shanna","River, Cross My Heart"
"Sarah","Everyday, Average Jones"
"Cristian","Mint Julep Murder"
"Tasha","Driver #8"
"Ahmani","Love Can Build a Bridge"
"Xavier","Emmanuel\'s Book: A Manual for Living Comfortably in the Cosmos"
"Channel","Die Krone der Welt."
"Scott","Tourist Season"
"Sharon","Even the Stars Look Lonesome"
"Phillip","Girl in Hyacinth Blue"
"Ronna","The Illustrated Dream Dictionary"
"Emmett","Bitter Medicine"
"Alexis","I Know This Much Is True"
"Monique","The Secret Life of Bees"
"Kentrel","Lair of the Lion"
"Lester","Black Notice"
"Adrienne","The Egyptian Jukebox: A Conundrum"
"Shawn","The Firm"
"Kyley","Dead in the Water"
"Mina","Anthem"
"Bethaney","The World According to Garp"
"Iman","Sweet Nothings"
"Loretta","A Dangerous Fortune"
"Franciscojavier","Ruined by Reading: A Life in Books"
"Reginald","Dude, Where\'s My Country?"
"Ken","The Da Vinci Code"
"Addyson","Degree of Guilt"
"Blanche","The Snow Queen"
"Danna","Beowulf: A New Verse Translation"
"Kandice","Johnny Got His Gun"
"Adaya","Breathing the Water"
"Sterling","The Da Vinci Code"
"Braylen","Mortal Prey"
"Brasen","Lieberman\'s Day"
"Nysir","The Grub-and-Stakers Quilt a Bee"
"Violet","Vet in harness"
"Pattiann","The Serpent Garden"
"Candace","No Other Man"
"Daniel","When Christ and His Saints Slept"
"Aylee","That Takes Ovaries!: Bold Females and Their Brazen Acts"
"Gabriela","Faery Magic"
"Aniyah","One Door Away from Heaven"
"Dyanne","The Russian Debutante\'s Handbook"
"Eriq","Oscar et la dame rose"
"Oren","The Summerhouse"
"John","The Wall of Night"
"Saren","A Painted House"
"Lakeshia","Cordina\'s Crown Jewel"
"Kieffer","Ten Great Mysteries by Edgar Allan Poe"
"Amy","Caught In The Act"
"Nolan","The Twelve Wild Swans: A Journey to the Realm of Magic, Healing, and Action"
"Tom","Under the Skin"
"Ann","Me Talk Pretty One Day"
"Kenneth","The Key to Midnight"
"Bambi","Dark Rivers of the Heart"
"John","The Crush"
"Maleak","Dust to Dust"
"Jailene","Bastard Out of Carolina"
