name,book,rating
"Oni","The Wind-Up Bird Chronicle",1
"Jase","Complete Chronicles of Narnia",5
"Rohith","Queen Bee of Mimosa Branch",3
"Patricia","The Mermaids Singing",4
"Brookelyn","The Virgin Blue",3
"Lyne","Peace Like a River",5
"Marsha","Shade of the Tree",2
"Azia","Jihad: The Holy War",3
"Rayana","Stanislaski Sisters",4
"Shantelle","Elidor",2
"Ryne","The Girl in Blue",4
"Evelyne","The Pelican Brief",2
"Christopher","Once upon a Dream",2
"Seth","Moreta: Dragonlady of Pern",5
"Rock","Living History",5
"Shaine","Black Hawk Down: A Story of Modern War",4
"Yeshua","Diplomatic Immunity",4
"Javeion","Life on the Road",3
"Deija","Horse Whisperer",4
"Bill","N Is for Noose",4
"Tamica","The Cat Who Went into the Closet",4
"Brittnie","Cane River",4
"Dorothy","Restoree",3
"Constance","Private Altars",4
"Tory","The Hearing",2
"Elaine","The Breaker",4
"Kenneth","Trial by Fire",4
"Suzanne","The Darwin Awards: Evolution in Action",4
"Tiwan","The Mistress of Spices",4
"Geovana","Pay It Forward",4
"Cesar","The Prince of Tides",4
"Samantha","Dragonlover\'s Guide to Pern",4
"Claire","Factoring Humanity",4
"Carter","Deerskin",3
"Jelena","Skinny Legs and All",5
"Jane","Silence of the Lambs",5
"Nicholas","Second Heaven",2
"Bridgit","Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time",2
"Columbus","Before Night Falls",3
"Jhovani","Biblioholism: The Literary Addiction",3
"Sunny","A Song for Arbonne",2
"Rex","Three Fates",3
"Gerald","When Food Is Love: Exploring the Relationship Between Eating and Intimacy",5
"Steven","Xanth 13: Isle of View",3
"Jaycelyn","Last Chance to See",4
"Romy","In a Sunburned Country",5
"Syncere","Glasnost Bizarro",4
"Donna","Ship Who Sang",5
"Yamileth","Perfect Timing",4
"Antwon","Dark Challenge",5
"Pearl","Killjoy",2
"Orval","Come Love a Stranger",1
"James","Bermuda Triangle",4
"Harold","Harriet the Spy",4
"Dawnisha","A Painted House",4
"Wilba","Where the Red Fern Grows",1
"Evalyn","The Mote in God\'s Eye",4
"Mathew","The Body Farm",5
"Shahrzad","North of Montana",3
"Damon","A Painted House",3
"Malene","Rose Daughter",4
"Kalista","The Bourne Ultimatum",5
"Thania","The Red Notebook: True Stories",4
"Christopher","The Adventures of Huckleberry Finn",2
"Zamir","The Five People You Meet in Heaven",4
"Annessa","Wild Animus",1
"Jason","All I Need Is You",4
"Marc","Letters from a Nut",5
"Lorenna","Ladies With Options",4
"Biagio","Hidden Fires",2
"Ruthel","The O\'Reilly Factor: The Good, the Bad, and the Completely Ridiculous in American Life",3
"Elizabeth","The Twisted Root",4
"Rhonda","The Firm",5
"Jeramiah","Wild Animus",2
"Jeanne","The Hot Zone",3
"Stacy","How to Cook a Tart",4
"Gregory","Grass Roots",4
"Susan","Tough Cookie",4
"Beatrice","Dilbert Fugitive From The Cubicle Police",4
"Celia","The Man in the Ice: The Discovery of a 5,000-Year-Old Body Reveals the Secrets of the Stone Age",5
"Curtis","Praying for Sleep",4
"Selmer","Eats, Shoots and Leaves: The Zero Tolerance Approach to Punctuation",5
"Anjelica","Neverwhere",4
"Shirley","Six Wives of Henry VIII",5
"Neil","With All Disrespect: More Uncivil Liberties",5
"Mekia","How Like a God",3
"Anneke","What\'s Eating Gilbert Grape",4
"Mark","To Hatred Turned: A True Story of Love and Death in Texas",3
"Donna","Counterfeit Lady",5
"Elexis","The Border Hostage",4
"Gorden","The Honk and Holler Opening Soon",4
"Rebecca","Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia",5
"Jami","The Fly on the Wall",3
"Joyce","The Dollhouse Murders",2
"Myrka","A Monk Swimming",3
"Lesleigh","The Black Echo",4
"Forest","The Lazy Man\'s Guide to Enlightenment",5
"Issak","Goodnight Moon Board Book",5
"Kamil","I Was Amelia Earhart",3
"Linda","We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam",5
"Colin","You Can\'t Keep a Good Woman Down",4
"Ralph","The Brothers of Gwynedd: Comprising, Sunrise in the West, the Dragon at Noonday, the Hounds of Sunset, Afterglow and Nightfall",4
"Mary","Electric God",4
"Audie","The Hollow Hills",4
"Colette","Dog Massage: A Whiskers-to-Tail Guide to Your Dog\'s Ultimate Petting Experience",5
"Gloria","Having Our Say: The Delany Sisters\' First 100 Years",4
"Ladainian","Wild Animus",1
"Latoria","The Color Purple",3
"Wallace","Without Fail",4
"Kyesha","Midnight in the Garden of Good and Evil: A Savannah Story",4
"Eliza","Law of Gravity",2
"Chyan","The Vendetta Defense",4
"Wendall","Well Groomed",3
"Shaina","The Further Adventures of the Joker",3
"Rissie","Das Parfum: Die Geschichte Eines Morders",4
"Nehemiah","Breathing Lessons",4
"Ruel","Tortilla Flat",5
"Mckenna","The Da Vinci Code",2
"Jamas","Life of Pi",4
"Lorraine","Four Blondes",2
"Izzac","Not Without My Daughter",4
"Lauran","The Best of Bombeck: At Wit\'s End, Just Wait Until You Have Children of Your Own, I Lost Everything in the Post-Natal Depression",3
"Curley","One Door Away from Heaven",4
"Delia","The Cabinet of Curiosities",3
"Lesha","Sophies Choice",3
"Jay","Drowning Ruth",4
"Morissa","Ladyfingers and Nun\'s Tummies: From Spare Ribs to Humble Pie-A Lightearted Look at How Food Got Their Names",5
"Joette","The Dilbert Future: Thriving on Business Stupidity in the 21st Century",3
"Devora","Elements of Style 3ED",5
"Ia","The Alchemist: A Fable About Following Your Dream",5
"Neena","Point of Origin",3
"Kuulei","Mystic River",4
"Tristyn","Quincunx",4
"Daruis","Divine Secrets of the Ya-Ya Sisterhood",3
"Seraphim","The Bear Comes Home",2
"Ahmir","The Reluctant Suitor",5
"Darryl","Low-Fat Living: Turn Off the Fat-Makers Turn on the Fat-Burners for Longevity Energy Weight Loss Freedom from Disease",4
"Coby","The Night the Bear Ate Goombaw",5
"Titus","Dr. Atkins\' New Diet Revolution",2
"Vergie","House Of Strangers",3
"Thelma","Innocent Blood",4
"Jacob","Blithe Images",2
"Alycia","The Cat Who Knew a Cardinal",4
"James","Sisth Grade Can Really Kill You",5
"Abigail","Husband Material",2
"Clifford","Fortunes Rocks",5
"Laberta","La Manutenzione Degli Affetti",3
"Laurena","Imajica",4
"Jacquelyn","If Looks Could Kill",2
"Pheng","The Last Jihad",4
"Carolina","From Potter\'s Field",4
"Landen","The Better Part of Valor",4
"Jani","Black Thorn, White Rose",3
"James","Bath For A Beagle",4
"Joanne","The Firm",5
"Hallie","Weirdos From Another Planet!",4
"Pablo","The Literary Cat: Miniature Edition",5
"Percilla","Dead Sleep",2
"Karly","The Mulberry Tree",4
"Travin","The Green Mile",4
"Helga","The Complete Book of Essential Oils and Aromatherapy",5
"Sasha","A Virtuous Woman",4
"Dashawn","By Way of Deception",3
"Cyrus","Gracie: A Love Story",5
"Jacqueline","Der Widersacher.",4
"Pearlie","The Firm",4
"Rogers","Adrian Mole: The Cappuccino Years",4
"Bryan","Confessions of a Scoundrel",3
"Calvin","The Mistress of Spices",5
"Catrina","El Codigo Da Vinci / The Da Vinci Code",4
"Stacee","Glory in Death",3
"Gale","Hygiene De Lassassin",5
"Talisa","Smack",4
"Harry","Private Scandals",4
"James","Front Porch Tales",4
"Rodney","Chosen Prey",4
"Anik","Grendel",3
"Caroline","The Hounds of the Morrigan",3
"Mary","Going-To-Bed Book, The",2
"Julianne","The Known World",4
"Aliscia","Life of Pi",4
"Gareld","Saved by the Light",5
"Torren","Dating Big Bird",5
"Hector","Hearts In Atlantis",4
"Aracely","Wild Animus",1
"Kacie","Somewhere, Someday",5
"Linda","Maus a Survivors Tale: My Father Bleeds History",5
"Rica","Living Buddha, Living Christ",3
"Allen","Reading Lolita in Tehran: A Memoir in Books",4
"Greggory","A Body to Die For",2
"Kegan","The Power of One",5
"Alina","The Wizard\'s Dilemma: The Fifth Book in the Young Wizards Series",4
"Mirna","The Godmother\'s Apprentice",4
"Owen","Travel Writing",4
"Enoch","Dark Lady",3
"Isaura","Oscar et la dame rose",5
"Deaira","Three Weeks with My Brother",4
"Barbara","The Chimney Sweeper\'s Boy",4
"Kyann","Engaging The Enemy",3
"Anneka","A Winter Haunting",3
"Devonte","Summon the Keeper",4
"Donald","Freedom\'s Challenge",4
"Leah","Fashionably Late",3
"Meliza","Inconceivable",3
"Juliano","Atlantis Found",4
"Aubree","Time Enough for Drums",5
"Aleah","What We May Be: Techniques for Psychological and Spiritual Growth Through Psychosynthesis",4
"Ian","The Butcher\'s Theater",4
"Kadon","Q Is for Quarry",4
"Labrea","Write It Down Make It Happen: Knowing What You Want And Getting It",4
"Theadore","A Walk in the Woods: Rediscovering America on the Appalachian Trail",3
"Jaylanie","The Da Vinci Code",4
"Patches","Asta\'s Book",5
"Ocean","Toward the End of Time",4
"Jakelin","The Runaway Jury",3
"Letty","Moonspun Magic",4
"Crystel","Soldiers Return Uk",3
"Coleton","How Could You Do That: The Abdication of Character, Courage, and Conscience",4
"Sari","Sailing Alone Around the Room: New and Selected Poems",5
"Richard","Over the Edge",3
"Joshia","N\'oublie pas mes petits souliers",3
"Sharley","El ocho",3
"Yuta","Shadow of Doubt",5
"James","14,000 Things to Be Happy About",3
"Glory","Der Club der toten Dichter. Roman.",4
"Bassel","The Idea of Perfection",1
"Harold","The Corrections",4
"Nichols","Comme un roman",5
"Rollie","Mistress of Justice",4
"Latarsha","Inadmissible Evidence",4
"Abby","Absolute Power",3
"Hodges","My Sergei: A Love Story",4
"Jakayla","If Looks Could Kill",3
"Ronnetta","Pattern Crimes",2
"Angie","Fair Ball: A Fan\'s Case for Baseball",4
"Jenee","Red Phoenix",3
"James","Cold Sassy Tree",5
"Linnie","Better Than Life",5
"Daniel","Book of Thoth",1
"Ashley","Envy",4
"Ciarra","L\' Etranger",4
"Mackenna","A Tuscan Childhood",3
"Quincy","The Regulators",4
"James","Galileo\'s Daughter: A Historical Memoir of Science, Faith, and Love",3
"Britni","Mrs. Pollifax on the China Station",4
"Jomarie","Fumblerules: A Lighthearted Guide to Grammar and Good Usage",3
"Joaquin","The Indispensable Calvin And Hobbes",5
"Hezekiah","Life of Pi",5
"Eusebio","Stephen King\'s Danse Macabre",2
"Knox","The Book of Night with Moon",4
"Beatrice","Scuse Me While I Kiss This Guy",4
"Aileen","Men to Match My Mountains",3
"Kaylie","Crocodile on the Sandbank",3
"Mellissa","Floaters",2
"Bethany","La Modification",4
"Gauge","My Utmost for His Highest: An Updated Edition in Today\'s Language",5
"Kyla","The Shadow and the Star",4
"Quan","Bridget Jones\'s Diary",2
"Carolynn","Envy",5
"Nathanael","Thirty Nothing",3
"Larry","Broca\'s Brain",4
"William","Still Pumped From Using The Mouse",3
"Nayan","The Blind Assassin",3
"Brianna","Pagan Babies",2
"Avrie","When Do Fish Sleep? And Other Imponderables of Everyday Life",3
"Manny","Are You Experienced?",3
"See","The Green Mile",4
"Emile","Silent Honor",5
"Nadya","The Count of Monte Cristo",1
"Marylou","Tales from Earthsea",4
"Eldean","Bone in the Throat",3
"Monet","Battle Born",3
"Raghad","Last Man Standing",4
"Lashawndra","The Sum of All Fears",3
"Isabelle","His Kisses Are Dreamy...but Those Hairballs Down My Cleavage...!: Another Tender Outland Collection",4
"Lucy","A Prayer for America",5
"Hilda","A Witch\'s Runes: How to Make and Use Your Own Magick Stones",4
"Rose","Deception Point",3
"Kiah","Shadows of Yesterday",3
"Harry","What The Lady Wants",4
"Ezrah","Go Ask Alice",3
"Columbus","The Fall of Hyperion",5
"Arjun","We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda",2
"Ivy","Halloween: Romantic Art and Customs Of Yesteryear Postcard Book",5
"Samiya","Moby Dick or the White Whale",2
"Avi","The Forgotten: A Peter Decker/Rina Lazarus Novel",4
"Leita","Blithe Images",4
"Kathleen","I Am the Only Running Footman",4
"Haleigh","The Shape of Water",2
"Charae","Oscar and Lucinda",4
"Mack","Eden Close",4
"Waldemar","Yoga Journal\'s Yoga Basics: The Essential Beginner\'s Guide to Yoga for a Lifetime of Health and Fitness",2
"Danelle","Last Chance Saloon",4
"Viktoria","Dreaming Southern",3
"Maleigha","The Ruby in the Smoke",3
"Shea","Far Side Gallery 3 Paperback",2
"Ethel","The Brethren",5
"Florence","A Woman Betrayed",4
"Treasure","Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right",4
"Xzavior","The Woman Next Door",2
"Nasya","Iacocca: An Autobiography",2
"Juancarlos","The Alienist",5
"Itamar","Candide Et Autres Contes",3
"Arturo","Frozen Summer",4
"James","Flower Net",3
"Shealee","The Master Sniper",4
"Chukwudi","The Horse Whisperer",4
"Mandy","A Secret Affair",2
"Terry","Fatal Cure",4
"Nikie","The Poisonwood Bible",4
"Jolea","The Big Rumpus: A Mother\'s Tale from the Trenches",4
"Laci","Callahan\'s Lady",4
"Eriberto","Der Baron Auf Den Baeumen",2
"Missael","Crocodile on the Sandbank",5
"Reyn","Their Eyes Were Watching God",4
"Izaya","Once Minutos",5
"Adilynn","The Nuclear Age",3
"Kyron","Sleep No More",2
"Subrina","The Door to December",2
"Nikkol","Oscar and Lucinda",5
"Peggy","Postmortem",4
"Christie","Deep Thoughts",5
"Fernando","Wild Animus",5
"Arath","Lady Chatterley\'s Lover: Complete and Unexpurgated 1928 Orioli Edition",3
"Thatcher","The Master and Margarita",4
"John","Man Trouble",4
"Julianna","The Virgin Blue",3
"Asia","Mrs. Dalloway",3
"Quinn","Midnight in the Garden of Good and Evil: A Savannah Story",4
"William","Bride of the Rat God",3
"Orlando","Cordina\'S Royal Family",3
"Charles","The Fist of God",3
"Lorraine","Patty Jane\'s House of Curl",5
"Deborah","Brightly Burning",4
"Jonathan","Family Trade",3
"Chandler","Green Mars",5
"Lena","The Pelican Brief",2
"Keyron","Liebesfluchten",4
"Aliyah","Suzanne\'s Diary for Nicholas",4
"Toya","Bridal Wreath",2
"Micaela","Critical Space",3
"Sharonda","The Face of Deception",4
"Tomeka","The Summer of Katya",4
"Mckenzie","Fup",4
"Andre","Dear Mr. Henshaw",4
"Taran","Accidental Bride: A Romantic Comedy",3
"Debara","Once upon a More Enlightened Time: More Politically Correct Bedtime Stories",5
"Boyd","Violets Are Blue",5
"Sylvan","Deception Point",4
"Ashlie","Songbook",5
"Kelsey","Jonah\'s Gourd Vine",4
"Leila","The Da Vinci Code",5
"Ariana","Fanta C",3
"Barbara","Mr. Commitment",5
"Ronald","St. Patrick\'s Gargoyle",3
"Jaheim","Garp und wie er die Welt sah.",5
"Tina","1,000 Places to See Before You Die",5
"Pat","The Nazis and the Metro",4
"Missy","The Da Vinci Code",4
"Vesta","Unbearable Lightness of Being",5
"Adib","Jewish As a Second Language",3
"Kateri","The Cosmic Code: Quantum Physics As the Language of Nature",3
"Susan","Bloom County: Loose Tails",5
"Anjuli","The Rapture of Canaan",3
"Shireen","Cause Celeb",4
"Autumn","The Tattooed Map",4
"Duke","Climbing Mount Improbable",4
"Novalee","Debt of Honor",1
"Rhyan","The Tea Planter\'s Bride/Cassette",3
"Melis","Sweet Baby",4
"Ona","Wild Animus",1
"Kadijah","Be Cool",3
"Deepti","Naked Lunch",3
"Lilia","The Perfect Summer",4
"Reino","The Deryni Archives",4
"Shaune","Die Unertragliche Leichtigkeit des Seins...The Unbearable Lightness of Being",1
"Gloria","Kiss of God - The Wisdom of a Silent Child",4
"Kasandra","Turbulence",4
"Neville","The Experiment",4
"Freddie","Richard Brautigan\'s Trout Fishing in America, The Pill versus The Springhill Mine Disaster, and In Watermelon Sugar",3
"Mickie","The Thief of Always",4
"Maxey","Turtle Moon",3
"Anah","Pay It Forward",4
"Anshul","Bravo Two Zero",4
"Velia","Best Kept Secrets",4
"Cristofer","The Redemption of Althalus",1
"Alanna","La Nuit Des Enfants Rois",4
"Madeline","Der Regenmacher.",4
"Cory","Harry Potter a l\'ecole des sorciers",5
"Khushbu","Lasst Knochen Sprechen",4
"Jason","Defy Not The Heart",4
"Mary","The Devil\'s Code",2
"Rosabelle","Questions from Earth, Answers from Heaven",4
"Lacoya","A Day No Pigs Would Die",3
"Austin","The Snowman\'s Children",4
"Khaleel","Sister, Sister",3
"Vester","Skin Tight",3
"Karina","This Time Love",3
"Jeanelle","When Rabbit Howls",4
"Betty","The Da Vinci Code",5
"Herlinda","The Stone Diaries",5
"Halla","Bright Orange for the Shroud",2
"Mirella","The Bonesetter\'s Daughter",3
"Lowell","Thicker Than Water",3
"Eugenia","50 Amazing U.S. Mazes: Journey Through the USA",5
"Joice","Ship of Fools",3
"Faye","Follow the Stars Home",5
"Ebone","Lecume Des Jours",5
"Kelsey","Possessing the Secret of Joy",5
"Stanley","The Girls\' Guide to Hunting and Fishing",4
"Dick","Daughter of Fortune",3
"Titan","Fantastic Voyage II: Destination Brain",3
"Canaan","The Last of the Renshai",3
"Gideon","The Master and Margarita",5
"Jamie","Jamaica Inn",4
"Roman","Betrayal in Death",4
"Anahi","A Village Affair",4
"Chlora","Harriet the Spy",4
"James","How to Make People Like You in 90 Seconds or Less",4
"Sharon","The Virgin Suicides",4
"Kylia","Ssn",3
"Avanti","The Best American Short Stories of the Century",2
"Tascha","Incident at Twenty-Mile",4
"Cyniah","Bel Canto",4
"Davonna","Life of Pi",5
"Lacy","Here on Earth",2
"Yoana","Blitzcat",4
"Aviona","Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",4
"Ornella","Swimming to Catalina",3
"Kammie","The Summons",3
"Peyton","A Child Called ""It"": One Child\'s Courage to Survive",1
"Caresse","Silence of the Lambs",5
"Tommie","Mr. Palomar",4
"Yahye","The Horse Whisperer",1
"Lina","Under the Beetle\'s Cellar",1
"Janese","Absolute Power",2
"Cathryn","The Fountainhead",3
"John","Next Victim",4
"Omar","Child of War, Woman of Peace",2
"Acen","Developing Intuition: Practical Guidance for Daily Life",4
"Flecia","Tuesdays with Morrie: An Old Man, a Young Man, and Life\'s Greatest Lesson",2
"Elim","Das Druidentor.",4
"Jessi","Dark Lady",5
"James","The Other Side of Midnight",2
"Zane","The Stand: Complete and Uncut",4
"Ayan","Here on Earth",4
"Billie","Parting Gifts",4
"John","Comanche Woman",4
"Lilian","So Wild A Heart",3
"Chevy","In the Heart of the Sea: The Tragedy of the Whaleship Essex",3
"Annina","Russendisko.",4
"Enes","Animal Farm",5
"Diania","The Book of Nod",4
"Joan","The God Project",5
"Kyrian","The Woman Who Walked into Doors",2
"Donovan","Der Schlange List.",5
"Ron","Hearts In Atlantis",4
"Aubre","Esperanza Rising",4
"Shannen","Princess: A True Story of Life Behind the Veil in Saudi Arabia",4
"Destyn","Professional Photoshop: Color Correction, Retouching, and Image Manipulation With Adobe Photoshop",3
"Amaiah","The Magician\'s Assistant",2
"Rudolf","The Dark Half",4
"Garvin","Chicks \'N Chained Males",4
"Rook","Des fleurs pour algernon",4
"Sharrell","Annie\'s Baby: The Diary of Anonymous, a Pregnant Teenager",4
"Addisyn","Vixen 03",3
"Omie","Russendisko.",4
"Damien","Princess: A True Story of Life Behind the Veil in Saudi Arabia",3
"Imelda","False Memory",3
"Francis","The Trials of Tiffany Trott",4
"Ean","Sacred Sins",4
"Trygve","To Say Nothing of the Dog",4
"Susan","Letters for Emily",4
"Clarence","The Firm",4
"Carly","Donnie Brasco: My Undercover Life in the Mafia",4
"Kyland","The Prayer of Jabez: Breaking Through to the Blessed Life",4
"Frank","Conquer the Mist",4
"Gaetano","The Da Vinci Code",4
"Christopher","Mountain Laurel",2
"Makinley","Moosewood Restaurant Low-Fat Favorites: Flavorful Recipes for Healthful Meals",2
"Amy","Wilde Thing",5
"Roshni","We Were the Mulvaneys",1
"Zachery","I Is for Innocent",5
"Timothy","Carnal Innocence",5
